molecule,smiles,Ro5,qed,sas,sas0-1,logp,tpsa,np,weight,validity,unique,novelty,diversity
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181890>,Nc1nc(N)c2cc(COc3ccc4ncccc4c3)ccc2n1,5,0.6023901119796999,2.1460844523416664,0.87,2.921400000000001,99.94,-0.9455038794866709,317.35200000000003,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181970>,CC(C)c1ccc2c(c1O)CCC(C)(CNC1CC1c1ccc(Cl)cc1)O2,5,0.7236733972548155,3.7468308891018403,0.69,5.398400000000005,41.489999999999995,0.613009703829085,385.93500000000006,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b401819e0>,CS(=O)(=O)c1cc(CC(=O)O)cc2c1[nH]c1c3ccccc3oc21,5,0.5951846990957161,2.6281450887202134,0.82,3.097900000000001,100.36999999999999,-0.14548563482219168,343.36000000000007,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181900>,Cc1ccc(-n2nnc(C(=O)O)c2-c2ccc(Cl)cc2)cc1,5,0.8019592072804117,1.9683494117773286,0.89,3.5943200000000015,68.01,-1.6680561387831274,313.744,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181a50>,Cc1ncc(-c2ccc(C=NNC(=O)c3ccccc3Cl)cc2)n1C,5,0.5729812556206707,2.1916122329263725,0.87,3.812820000000002,59.28,-1.9212802562815923,352.82500000000005,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181ac0>,CCCCCCCCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,5,0.31869218995117204,3.401791912108675,0.73,8.076400000000008,29.46,1.7700999078762794,398.6310000000002,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181ba0>,Fc1cc(F)cc(CN2CCC(Nc3ccc4[nH]ncc4c3)CC2)c1,5,0.7552907472853502,2.316573891603408,0.85,3.917600000000002,43.95,-2.0077354771356637,342.39300000000014,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181b30>,CC1COCCN1c1nc(-c2cnc(N)cc2C2CC2)nc(O)c1F,5,0.8785887408784655,3.5462600213817153,0.72,2.068,97.39,-0.366874161915272,345.3780000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181c10>,O=C(O)C=Cc1cn(-c2ccc(C(F)F)cc2)nc1-c1cccc(Cl)c1F,5,0.5939751931975017,2.5310631926072524,0.83,5.367200000000002,55.12,-1.4036574029430555,392.7640000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181cf0>,CC(C)CNc1nc(N)nc2c1CCN(C(=O)c1ccccc1)C2C(F)(F)F,5,0.8315211156016893,3.1800642619356685,0.76,3.428600000000001,84.13999999999999,-0.8394382558377146,393.41299999999995,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181dd0>,O=C(O)CCc1ccc(C#CC=Cc2ccncc2)cc1,5,0.8732700444716741,2.3777286141269975,0.85,3.163700000000002,50.19,0.23129633376421907,277.32300000000004,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181d60>,CCn1c(-c2ccncc2)nc2c(NC(=O)N3CCCC3)ccnc21,5,0.7970417332126088,2.4105266840164745,0.84,3.140900000000002,75.94,-1.7274412797129963,336.3990000000001,0.83594,0.83594,0.95327,0.81057
<rdkit.Chem.rdchem.Mol object at 0x7f9b40181e40>,NS(=O)(=O)c1ccc2c(c1)CCNC2c1ccc(C(F)(F)F)cc1,5,0.8687739863077031,2.7668421686156695,0.8,2.587900000000001,72.19,-0.6740259973128125,356.36899999999997,0.83594,0.83594,0.95327,0.81057
